CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaperlessBilling,SeniorCitizen,Churn,PM_Bank Transfer,PM_Credit Card,PM_Electronic Check
C00077,0.04285714285714286,0.12849162011173182,0.911911145155113,0,1,0,1,0,1,0
C00078,0.5714285714285715,0.4972067039106145,0.9929784246138132,2,1,1,0,1,0,0
C00079,0.09999999999999999,0.4189944134078213,0.4638069705093834,1,1,1,0,1,0,0
C00080,0.6571428571428571,0.6592178770949721,0.7975232988637814,2,1,0,0,0,1,0
C00081,0.4857142857142857,0.664804469273743,0.6449636154729989,2,0,0,0,1,0,0
C00082,0.41428571428571426,0.7932960893854749,0.47976509638708037,1,0,0,0,0,1,0
C00083,0.3714285714285714,0.6815642458100559,0.22328609728073534,2,0,1,0,1,0,0
C00084,0.7000000000000001,0.6759776536312849,0.5429592748627601,0,0,0,0,0,1,0
C00085,0.7142857142857143,0.6480446927374302,0.5829184220605131,2,1,1,0,1,0,0
C00086,0.8857142857142858,0.050279329608938536,0.9608068428443763,2,1,1,0,0,1,0
C00087,0.6,0.46368715083798884,0.3443125239371888,1,0,1,0,0,0,1
C00088,0.5571428571428572,0.4916201117318436,0.3180135324907443,1,0,1,0,0,0,1
C00089,0.5714285714285715,0.8770949720670391,0.4999361674964892,1,1,0,0,1,0,0
C00090,0.2857142857142857,0.5921787709497207,0.9671900931954551,1,1,0,0,0,1,0
C00091,0.028571428571428574,0.9385474860335196,0.28890591088982515,2,0,1,0,0,1,0
C00092,0.5857142857142857,0.5698324022346369,0.14489978296948805,2,0,0,0,1,0,0
C00093,0.24285714285714283,0.050279329608938536,0.933231201327716,0,1,0,0,0,0,1
C00094,0.7714285714285715,0.9664804469273743,0.534278054385293,2,0,1,0,1,0,0
C00095,0.2857142857142857,0.670391061452514,0.3845270011489851,1,0,1,0,0,0,1
C00096,0.2714285714285714,0.7262569832402235,0.2069449763819737,0,1,0,0,0,0,1
C00097,0.19999999999999998,0.111731843575419,0.044810417464572955,0,0,0,0,1,0,0
C00098,0.5857142857142857,0.8491620111731844,0.12881399208476957,0,0,1,0,1,0,0
C00099,0.12857142857142856,0.6871508379888268,0.4077620324269118,2,0,1,1,0,0,1
C00100,0.5428571428571429,0.3575418994413408,0.9456147070088088,1,0,1,0,0,0,1
C00101,0.9285714285714286,0.8379888268156425,0.11489850631941784,0,0,1,0,0,0,1
C00102,0.7000000000000001,0.6145251396648045,0.11847312651602196,1,1,1,0,0,0,1
C00103,0.6142857142857143,0.32402234636871513,0.7927996936039831,1,1,1,0,1,0,0
C00104,0.0857142857142857,0.10614525139664806,0.8288012255840673,1,1,1,0,0,0,1
C00105,0.028571428571428574,0.5307262569832403,0.6878590578322481,2,0,0,1,1,0,0
C00106,0.2857142857142857,0.30726256983240224,0.8766756032171581,2,1,1,0,1,0,0
C00107,0.028571428571428574,0.21787709497206703,0.887527128813992,0,1,1,1,0,1,0
C00108,0.24285714285714283,0.2011173184357542,0.9914464445295544,1,0,0,0,0,0,1
C00109,0.6714285714285715,0.7374301675977654,0.4957232222647772,1,1,1,0,0,0,1
C00110,0.44285714285714284,0.02234636871508379,0.3549087195199796,2,1,1,0,0,0,1
C00111,0.5714285714285715,0.3798882681564246,0.42154985318524196,1,1,1,0,1,0,0
C00112,0.7714285714285715,0.3743016759776537,0.4077620324269118,2,0,1,0,0,1,0
C00113,0.19999999999999998,0.45810055865921795,0.20260436614324012,0,0,1,0,0,1,0
C00114,0.42857142857142855,0.5083798882681565,0.30384271671134944,0,0,0,0,0,1,0
C00115,0.45714285714285713,0.782122905027933,0.27524575513851657,1,0,0,0,1,0,0
C00116,0.9857142857142858,0.8044692737430168,0.6588791012383505,1,0,0,0,0,1,0
C00117,0.1857142857142857,0.9329608938547486,0.26375590450657477,2,1,0,0,0,0,1
C00118,0.4857142857142857,0.43575418994413406,0.49329758713136734,2,1,0,0,1,0,0
C00119,0.7857142857142857,0.35195530726256985,0.05144899782969488,0,1,0,0,1,0,0
C00120,0.8714285714285714,0.30726256983240224,0.2926081960934508,1,0,0,0,0,1,0
C00121,0.41428571428571426,0.4860335195530726,0.8613558023745691,1,1,1,0,0,1,0
C00122,0.19999999999999998,0.7094972067039107,0.3227371377505426,1,0,0,0,0,0,1
C00123,0.5714285714285715,0.5251396648044693,0.2885229158687604,2,0,1,0,1,0,0
C00124,0.3714285714285714,0.16759776536312848,0.33090769819992344,2,1,1,0,0,0,1
C00125,0.04285714285714286,0.8770949720670391,0.10098302055406613,0,1,0,1,0,1,0
C00126,0.8714285714285714,0.9106145251396648,0.8999106344950848,2,1,1,0,0,0,1
C00127,0.42857142857142855,0.23463687150837992,0.7312651602195838,1,0,1,0,1,0,0
C00128,0.17142857142857143,0.6536312849162011,0.8896974339333589,1,1,0,0,1,0,0
C00129,0.2714285714285714,0.888268156424581,0.3233754627856505,0,1,1,0,1,0,0
C00130,0.09999999999999999,0.8603351955307263,0.48768032682241796,2,1,0,1,0,1,0
C00131,0.014285714285714285,0.5865921787709497,0.9828928890591088,0,0,1,1,0,0,1
C00132,0.028571428571428574,0.3296089385474861,0.09345078513979319,0,0,1,1,0,1,0
C00133,0.6714285714285715,0.4022346368715084,0.7339461253670369,2,1,0,0,1,0,0
C00134,0.19999999999999998,0.04469273743016759,0.8183326950082982,0,0,1,0,0,1,0
C00135,0.9,0.45251396648044695,0.7081577939486786,0,1,1,0,1,0,0
C00136,0.7285714285714286,0.7374301675977654,0.530958764202732,2,1,0,0,1,0,0
C00137,0.12857142857142856,0.6368715083798883,0.5511298353121409,0,0,0,1,0,0,1
C00138,0.41428571428571426,0.9385474860335196,0.5024894676369207,2,1,0,0,0,0,1
C00139,0.3714285714285714,0.26256983240223464,0.43508234392952894,0,1,1,0,0,1,0
C00140,0.014285714285714285,0.9162011173184358,0.6207072641388995,1,1,1,1,0,0,1
C00141,0.6428571428571429,0.5139664804469274,0.8499936167496489,2,0,0,0,0,0,1
C00142,0.14285714285714285,0.5307262569832403,0.19839142091152814,2,1,1,1,1,0,0
C00143,0.9,0.8212290502793297,0.4491254947019022,0,0,0,0,1,0,0
C00144,0.9142857142857143,0.15083798882681565,0.6869654027830971,1,1,1,0,1,0,0
C00145,0.2857142857142857,0.8547486033519553,0.9564662326056428,2,1,0,0,1,0,0
C00146,0.39999999999999997,0.12290502793296089,0.24243584833397167,1,0,1,0,0,1,0
C00147,0.07142857142857142,0.6312849162011174,0.9305502361802629,1,0,0,1,0,1,0
C00148,0.4714285714285714,0.02234636871508379,0.23554193795480657,2,1,1,0,1,0,0
C00149,0.2714285714285714,0.5251396648044693,0.13928252266053875,1,1,0,0,1,0,0
C00150,0.5857142857142857,0.6256983240223464,0.3804417209242947,0,0,0,0,0,0,1
C00151,0.05714285714285714,0.4748603351955307,0.7412230307672667,1,0,0,1,0,1,0
C00152,0.6285714285714286,0.664804469273743,0.9568492276267074,0,0,1,0,0,1,0
C00153,0.2857142857142857,0.7597765363128492,0.7924166985829184,2,0,0,0,0,0,1
C00154,0.5142857142857143,0.7709497206703911,0.40801736244095493,2,0,0,0,0,0,1
C00155,0.9571428571428572,0.111731843575419,0.7354781054512958,0,1,1,0,1,0,0
C00156,0.35714285714285715,0.7150837988826816,0.5670879611898378,1,1,0,0,1,0,0
C00157,0.35714285714285715,0.32402234636871513,0.698710583429082,2,1,1,0,0,0,1
C00158,0.0,0.3687150837988827,0.9010596195582791,2,1,0,0,1,0,0
C00159,0.6571428571428571,0.9050279329608938,0.3946125367036895,1,0,1,0,0,0,1
C00160,0.41428571428571426,0.7486033519553073,0.5026171326439423,1,1,0,0,1,0,0
C00161,0.7142857142857143,0.32402234636871513,0.10532363079279969,0,1,1,0,0,0,1
C00162,0.17142857142857143,0.3910614525139665,0.024001021320056177,1,1,0,0,0,0,1
C00163,0.9,0.9217877094972068,0.47963743138005877,1,1,1,0,0,1,0
C00164,0.8428571428571429,0.8435754189944135,0.007787565428316101,0,0,1,0,0,1,0
C00165,0.9714285714285714,0.1564245810055866,0.4161879228903358,1,1,1,0,1,0,0
C00166,0.5571428571428572,0.4748603351955307,0.08068428443763564,1,1,0,0,0,1,0
C00167,0.3142857142857143,0.5027932960893855,0.8379931060896207,2,1,1,0,1,0,0
C00168,0.5857142857142857,0.335195530726257,0.7242435848333971,1,0,1,0,0,0,1
C00169,0.17142857142857143,0.44134078212290506,0.354781054512958,0,0,0,0,0,1,0
C00170,0.32857142857142857,0.3575418994413408,0.8582918422060513,1,1,0,0,0,1,0
C00171,0.3,0.22905027932960897,0.6643686965402783,2,1,1,0,1,0,0
C00172,0.12857142857142856,0.5307262569832403,0.45423209498276523,1,1,0,1,0,0,1
C00173,0.8714285714285714,0.782122905027933,0.21090259159964253,0,1,1,0,0,1,0
C00174,0.05714285714285714,0.6983240223463687,0.11885612153708669,0,0,1,1,0,1,0
C00175,0.2714285714285714,0.3128491620111732,0.7962466487935657,2,1,1,0,0,1,0
C00176,0.9571428571428572,0.26256983240223464,0.20911528150134048,2,0,1,0,0,0,1
C00177,0.5857142857142857,0.16759776536312848,0.015319800842589045,1,0,0,0,0,0,1
C00178,0.028571428571428574,0.893854748603352,0.3923145665773012,1,0,0,0,1,0,0
C00179,0.9571428571428572,0.9664804469273743,0.39908081194944467,1,0,0,0,0,1,0
C00180,0.7285714285714286,0.10614525139664806,0.39244223158432273,2,1,1,0,0,1,0
C00181,0.04285714285714286,0.6424581005586593,0.5850887271798799,0,0,1,1,0,1,0
C00182,0.17142857142857143,0.2458100558659218,0.5282777990552789,0,1,1,0,1,0,0
C00183,0.7857142857142857,0.7318435754189945,0.07353504404442741,2,1,1,0,0,1,0
C00184,0.8571428571428572,0.050279329608938536,0.2720541299629772,1,1,0,0,0,1,0
C00185,0.6571428571428571,0.6145251396648045,0.27192646495595557,0,1,0,0,1,0,0
C00186,0.8285714285714286,0.4078212290502794,0.9170177454359759,0,0,0,0,1,0,0
C00187,0.6571428571428571,1.0,0.8612281373675476,2,1,1,0,0,0,1
C00188,0.6857142857142857,0.7988826815642458,0.4617643303970382,1,0,0,0,1,0,0
C00189,0.42857142857142855,0.44692737430167595,0.6143240137878208,1,1,0,0,0,0,1
C00190,0.7285714285714286,0.9217877094972068,0.915485765351717,2,1,0,0,0,1,0
C00191,0.6428571428571429,0.17318435754189948,0.039193157155623645,1,1,0,0,1,0,0
C00192,0.6,0.06145251396648045,0.9999999999999999,0,0,0,0,0,1,0
C00193,0.9142857142857143,0.7709497206703911,0.4535937699476574,1,0,0,0,0,1,0
C00194,1.0,0.6592178770949721,0.7751819226350057,0,0,0,0,0,0,1
C00195,0.3714285714285714,0.5642458100558659,0.5308310991957104,1,0,0,0,1,0,0
C00196,0.41428571428571426,0.6312849162011174,0.3663985701519214,0,1,1,0,0,1,0
C00197,0.5142857142857143,0.7374301675977654,0.33078003319290183,1,0,0,0,0,1,0
C00198,0.5142857142857143,0.07821229050279328,0.8716966679433167,0,0,1,0,0,0,1
C00199,0.028571428571428574,0.24022346368715086,0.17566704966168772,2,0,0,0,0,0,1
C00200,0.5857142857142857,0.6871508379888268,0.9129324652112856,1,1,0,0,0,0,1
C00201,0.7000000000000001,0.8379888268156425,0.38631431124728716,2,0,0,0,0,0,1
C00202,0.7000000000000001,0.8324022346368716,0.0,1,0,0,0,1,0,0
C00203,0.39999999999999997,0.9441340782122906,0.6224945742372016,1,1,1,0,0,1,0
C00204,0.19999999999999998,0.19553072625698326,0.6717732669475296,2,0,0,0,0,1,0
C00205,0.9714285714285714,0.111731843575419,0.41325162772883955,0,1,0,0,0,1,0
C00206,0.9714285714285714,0.4134078212290503,0.7156900293629516,0,1,0,0,0,0,1
C00207,0.8,0.0670391061452514,0.535171709434444,1,0,0,0,1,0,0
C00208,0.9857142857142858,0.8435754189944135,0.5926209625941529,0,0,0,0,0,0,1
C00209,0.6428571428571429,1.0,0.49329758713136734,0,1,0,0,0,0,1
C00210,0.9142857142857143,0.3463687150837989,0.9680837482446061,2,1,0,0,0,1,0
C00211,0.9142857142857143,0.5195530726256984,0.3570790246393464,0,1,0,0,0,1,0
C00212,0.7142857142857143,0.782122905027933,0.525852163921869,2,0,1,0,0,1,0
C00213,0.6142857142857143,0.21787709497206703,0.22137112217541172,0,1,0,0,0,1,0
C00214,0.0857142857142857,0.6815642458100559,0.37533512064343166,0,0,1,1,1,0,0
C00215,0.8285714285714286,0.050279329608938536,0.157538618664624,1,1,0,0,0,0,1
C00216,0.09999999999999999,0.45810055865921795,0.25558534405719396,1,1,1,0,1,0,0
C00217,0.12857142857142856,0.7374301675977654,0.6499425507468403,0,1,1,1,0,1,0
C00218,0.9428571428571428,0.9050279329608938,0.7703306523681859,2,1,0,0,1,0,0
C00219,0.6285714285714286,0.8770949720670391,0.37431380058725905,1,0,0,0,1,0,0
C00220,0.45714285714285713,0.9944134078212291,0.2638835695135963,2,1,0,0,1,0,0
C00221,0.8,0.547486033519553,0.6706242818843354,2,0,1,0,0,1,0
C00222,0.9428571428571428,0.09497206703910614,0.13889952763947402,0,0,1,0,0,1,0
C00223,0.42857142857142855,0.2793296089385475,0.1400485127026682,0,0,0,0,0,1,0
C00224,0.2571428571428571,0.12849162011173182,0.7607557768415677,1,1,0,0,0,0,1
C00225,0.5571428571428572,0.7597765363128492,0.876420273203115,1,0,0,0,0,0,1
C00226,0.32857142857142857,0.6815642458100559,0.8748882931188561,1,1,0,0,0,1,0
C00227,0.8,0.5754189944134078,0.7239882548193539,0,1,0,0,1,0,0
C00228,0.7428571428571429,0.9106145251396648,0.49329758713136734,2,1,1,0,0,0,1
C00229,0.32857142857142857,0.0670391061452514,0.18843355036384526,1,0,1,0,1,0,0
C00230,0.44285714285714284,0.7206703910614526,0.6789225073407379,2,0,1,0,1,0,0
C00231,0.45714285714285713,0.44134078212290506,0.3914209115281502,1,0,1,0,0,1,0
C00232,0.2714285714285714,0.7318435754189945,0.3219711477084131,1,0,1,0,0,1,0
C00233,0.15714285714285714,0.17877094972067042,0.9319545512575003,2,0,0,0,0,0,1
C00234,0.8571428571428572,0.02234636871508379,0.007404570407251374,1,0,1,0,0,0,1
C00235,0.9142857142857143,0.4134078212290503,0.8967190093195455,1,0,1,0,1,0,0
C00236,0.17142857142857143,0.5307262569832403,0.7846291331546023,2,0,1,0,0,1,0
C00237,0.8571428571428572,0.17318435754189948,0.08310991957104558,1,0,0,0,1,0,0
C00238,0.45714285714285713,0.7318435754189945,0.8356951359632324,0,0,1,0,1,0,0
C00239,0.2857142857142857,0.6592178770949721,0.7972679688497383,2,1,1,0,0,1,0
C00240,0.7857142857142857,0.4916201117318436,0.7939486786671773,2,1,1,0,1,0,0
C00241,0.9714285714285714,0.5642458100558659,0.9587642027320311,1,1,0,0,0,0,1
C00242,0.21428571428571427,0.9832402234636871,0.9632324779777862,2,0,0,0,0,0,1
C00243,0.3857142857142857,0.07262569832402234,0.12000510660028085,2,0,1,0,0,1,0
C00244,0.7428571428571429,0.5754189944134078,0.5619813609089748,1,1,1,0,1,0,0
C00245,0.3142857142857143,0.46927374301675984,0.36154729988510154,2,0,0,0,0,0,1
C00246,0.19999999999999998,0.22346368715083803,0.3667815651729861,0,0,1,0,1,0,0
C00247,0.6,0.6145251396648045,0.8549725520234903,1,0,0,0,1,0,0
C00248,0.8428571428571429,0.1564245810055866,0.5857270522149878,1,0,1,0,1,0,0
C00249,0.6714285714285715,0.3296089385474861,0.37329248053108643,1,1,1,0,1,0,0
C00250,0.8142857142857143,0.3910614525139665,0.4700625558534406,2,0,1,0,0,0,1
C00251,0.32857142857142857,0.1564245810055866,0.18894421039193157,0,1,0,0,0,0,1
C00252,0.11428571428571427,0.6592178770949721,0.04544874249968084,2,0,0,1,0,1,0
C00253,0.7714285714285715,0.28491620111731847,0.23056300268096516,2,1,1,0,0,1,0
C00254,0.35714285714285715,0.9050279329608938,0.47529682114132515,0,1,0,0,0,0,1
C00255,0.42857142857142855,0.3798882681564246,0.5197242435848334,2,0,1,0,0,0,1
C00256,0.39999999999999997,0.8826815642458101,0.9960423847823311,2,1,0,0,0,0,1
C00257,0.9142857142857143,0.05586592178770951,0.8438656964126132,0,0,0,0,0,1,0
C00258,0.7000000000000001,0.558659217877095,0.21447721179624665,2,1,0,0,0,1,0
C00259,0.7571428571428571,0.9553072625698323,0.8317375207455636,2,0,1,0,0,1,0
C00260,0.42857142857142855,0.36312849162011174,0.2267330524703179,1,1,0,0,0,0,1
C00261,0.6857142857142857,0.11731843575418995,0.8871441337929273,2,1,1,0,1,0,0
C00262,0.6142857142857143,0.8715083798882682,0.4991701774543598,2,0,0,0,1,0,0
C00263,0.0,0.10614525139664806,0.28979956593897616,0,1,1,1,0,1,0
C00264,1.0,0.7597765363128492,0.08336524958508873,1,0,0,0,0,1,0
C00265,0.4714285714285714,0.8491620111731844,0.18639091025150006,2,1,1,0,0,0,1
C00266,0.07142857142857142,0.5307262569832403,0.19379548065875143,2,1,1,0,1,0,0
C00267,0.39999999999999997,0.4022346368715084,0.2084769564662326,0,1,0,0,0,1,0
C00268,0.9714285714285714,0.8770949720670391,0.25456402400102135,2,0,0,0,1,0,0
C00269,0.2571428571428571,0.24022346368715086,0.13111196221115792,2,0,1,0,0,0,1
C00270,0.6,0.34078212290502796,0.8972296693476318,2,0,1,0,0,1,0
C00271,0.09999999999999999,0.782122905027933,0.8965913443125239,0,0,1,1,1,0,0
C00272,0.6,0.36312849162011174,0.7702029873611642,1,1,1,0,0,1,0
C00273,0.39999999999999997,0.2458100558659218,0.7624154219328482,1,1,0,0,0,0,1
C00274,0.9428571428571428,0.6815642458100559,0.1083875909613175,0,0,1,0,0,0,1
C00275,0.9285714285714286,0.9832402234636871,0.3612919698710584,0,0,0,0,0,0,1
C00276,0.6857142857142857,0.4134078212290503,0.5568747606281118,1,1,1,0,1,0,0
C00277,0.8142857142857143,0.8603351955307263,0.17030511936678155,2,0,0,0,0,1,0
C00278,0.028571428571428574,0.2905027932960894,0.5263628239499553,1,1,0,0,0,1,0
C00279,0.9285714285714286,0.6033519553072626,0.8844631686454743,1,0,1,0,0,0,1
C00280,0.8,0.12849162011173182,0.772373292480531,2,0,1,0,1,0,0
C00281,0.22857142857142856,0.027932960893854733,0.9702540533639729,2,0,1,0,0,1,0
C00282,0.24285714285714283,0.7709497206703911,0.9339971913698455,2,1,0,0,0,0,1
C00283,0.014285714285714285,0.2011173184357542,0.9362951614962338,0,0,1,1,0,0,1
C00284,0.17142857142857143,0.4134078212290503,0.01302183071620069,0,1,0,0,1,0,0
C00285,0.35714285714285715,0.8435754189944135,0.8143750797906293,2,1,0,0,0,1,0
C00286,0.6714285714285715,0.335195530726257,0.7694369973190348,0,1,1,0,0,0,1
C00287,0.14285714285714285,0.22346368715083803,0.05974722328609727,1,0,0,0,0,0,1
C00288,0.5857142857142857,0.35195530726256985,0.12945231711987742,1,1,0,0,1,0,0
C00289,0.3,0.2122905027932961,0.8059491893272054,1,0,1,0,0,0,1
C00290,0.8,0.5754189944134078,0.6841567726286224,1,1,1,0,0,1,0
C00291,0.8857142857142858,0.8770949720670391,0.691178348014809,1,1,0,0,0,1,0
C00292,0.9142857142857143,0.21787709497206703,0.7993106089620834,2,0,0,0,0,1,0
C00293,0.17142857142857143,0.670391061452514,0.07251372398825481,1,1,0,0,1,0,0
C00294,0.9857142857142858,0.6033519553072626,0.6720285969615728,0,1,0,0,1,0,0
C00295,0.07142857142857142,0.21787709497206703,0.8295672156261968,2,0,0,0,0,1,0
C00296,0.9285714285714286,0.13407821229050282,0.2343929528916124,1,1,0,0,0,0,1
C00297,0.19999999999999998,0.7988826815642458,0.5744925315970892,0,0,0,0,0,1,0
C00298,0.9285714285714286,0.6480446927374302,0.8911017490105961,0,0,0,0,1,0,0
C00299,0.6571428571428571,0.9664804469273743,0.6459849355291714,2,0,1,0,0,1,0
C00300,0.35714285714285715,0.4078212290502794,0.38197370100855355,1,1,0,0,0,0,1
C00301,0.1857142857142857,0.8715083798882682,0.7016468785905783,1,1,1,0,0,1,0
C00302,0.9142857142857143,0.3575418994413408,0.13200561726030893,0,0,1,0,0,0,1
C00303,0.8142857142857143,0.6033519553072626,0.8993999744669986,0,1,0,0,1,0,0
C00304,0.2857142857142857,0.888268156424581,0.08693986978169284,1,1,1,0,1,0,0
C00305,0.8571428571428572,0.22905027932960897,0.9338695263628239,0,0,1,0,0,1,0
C00306,0.14285714285714285,0.3798882681564246,0.925698965913443,1,0,0,0,0,1,0
C00307,0.2714285714285714,0.4860335195530726,0.271798799948934,2,1,1,0,1,0,0
C00308,0.7714285714285715,0.8324022346368716,0.17285841950721306,2,0,0,0,0,0,1
C00309,0.11428571428571427,0.7206703910614526,0.16238988893144388,0,0,0,1,0,0,1
C00310,0.5714285714285715,0.43575418994413406,0.9539129324652112,1,1,0,0,1,0,0
C00311,0.8142857142857143,0.2905027932960894,0.7536065364483595,0,0,0,0,1,0,0
